Incidents|What should you do if you break down on a level crossing, even if the lights haven't yet begun to flash?|Leave your vehicle and get yourself and any passengers well clear|Continue down the track and attempt to signal any oncoming trains|Tell others what the issue is|Stay in your car|1|levelcrossing|Getting everyone out of the vehicle and away from the crossing should be your first priority following a breakdown on a level crossing. Warn the signal operator via the railway telephone (if one is present), and only attempt to move the vehicle if the alarm signals are not yet on.
Incidents|You have broken down on a motorway and must use the emergency telephone. What will you be asked for?|For your insurance details|For your vehicle details|For your driver's licence details|For your employment details|2|motorway|While on the emergency telephone, the operator will ask for your vehicle details and the reason for the breakdown. Whilst on the phone to the operator, you should face traffic so you can see what's coming.
Incidents|A motorcyclist has been involved in an accident and is unconscious in the middle of the road. There are no other people or vehicles involved. What should you do first?|Pull the rider out of the road|Clear away any debris|Warn other traffic|Reassure the rider that everything will be fine|3|motorcyclecrash|Warning other traffic should be your first priority, ensuring there is no risk of further collision. Turn on your hazard warning lights to warn other drivers, and ensure all engines are turned off to reduce risk of fire. The motorcyclists is in a very vulnerable position, and you should ensure that in helping them you don't put yourself or others at risk.
Incidents|How can you help a driver suffering from shock?|Ask who is at fault for causing the accident|Reassure them|Give them a warm, sugary drink|Offer a cigarette|2|firstaid|You should call the emergency services to come and help, then reassure the driver, staying with them until the emergency services arrive. The casualty may have injuries that aren't visible, so avoid moving them unless there is further danger.
Incidents|In which circumstances should a motorcyclist's helmet be removed following a crash?|Only if absolutely necessary|Immediately, unless they are visibly in shock|When the motorcyclist asks|Immediately|1|motorcyclecrash|You should not remove a motorcyclist's helmet unless it is absolutely necessary. Doing so could cause further injury, and they may be suffering from shock. Reassure them with confidence that they will be okay, but don’t let them eat.
Incidents|There has been an accident involving a motorcyclist. The motorcyclist is unconscious and is lying in the middle of the road. Traffic has stopped and doesn't pose a threat. How should you help?|Remove their safety jacket|Lift them off the road|Call for medical help|Remove their helmet|3|motorcyclecrash|You should call the emergency services to ensure the motorcyclist gets medical attention as soon as possible. If you cannot phone them yourself, ask someone nearby to do it. You should not move a casualty or remove a motorcyclist's helmet unless it is entirely necessary.
Incidents|Which of these is an appropriate time to use your hazard warning lights?|When driving at night without headlights|If you need to stop and are temporarily obstructing traffic|While travelling slowly to read road signs|When parking on double-yellow lines|2|hazardlights|Unless being used to warn traffic behind of a hazard or obstruction ahead on a motorway or unrestricted dual carriageway, hazard warning lights should not be used while moving. They should not be used to warn of illegal or dangerous parking.
Incidents|What should you do if a warning light comes on while driving?|Deal with it later|Continue if there are no visible issues|Have the issue looked into as soon as safely possible|Hope the issue will resolve itself|3|warningdashlight|Warning lights tell you of engine faults and other problems. You should be able to identify any warning light that comes on because they can indicate problems that make your car unsafe to drive. Get a qualified mechanic to check the problem if you're unsure.
Incidents|If a car is displaying a 'help' pennant, what does it mean?|The driver is more than likely a disabled person|The driver is a rescue patrol officer|The driver is qualified in first aid|The driver is from another country|1|help|In the event that a disabled driver can't walk to an emergency phone following a breakdown, the best course of action is for them to stay in their vehicle, turn on their hazard warning lights, and await help. The 'help' pennant indicates when a disabled driver needs assistance.
Incidents|What must you do if you damage a garden wall with your car, but no one sees?|Report the collision to the police within 24 hours|Tell your insurance company later that day|Tell the owners of the house the next day|Tell someone in the neighbourhood what happened|1|collision|You should report the collision to the police as soon as possible, and never later than 24 hours afterwards.
Incidents|You are driving through a tunnel when the traffic ahead slows down and stops. What should you do?|Leave only a small space between you and the vehicle in front|Ignore any signage in the tunnel|If possible, make a U-turn and exit the tunnel|Maintain a safe distance from the vehicle in front of you|4|tunnel|Keeping a safe gap between you and the vehicle in front is important, even when moving slowly or stopped in a queue. In a tunnel, leaving space is important for the usual safety reasons, but will also help if you need to manoeuvre around a broken down vehicle.
Incidents|Following an incident, a small child isn't breathing. You need to administer CPR which include giving rescue breaths. How should you breathe into the child's mouth?|Gently|Heavily|Rapidly|Sharply|1|firstaid|Children and infants have more delicate ribcages than adults, so, after checking their airway is clear, you should use a single hand on their chest (just two fingers for an infant) when giving chest compressions. You should also begin mouth-to-mouth resuscitation, breathing gently until they're able to breathe.
Incidents|What should you do if you break down in a tunnel?|Stand behind your vehicle and wave traffic past|Stay near your vehicle and warn oncoming traffic|Turn on your hazard warning lights, then call for help|Call the police and stay in your vehicle|3|tunnel|You should turn on your hazard warning lights and call for help. In a tunnel, using an emergency telephone usually gets the breakdown sorted sooner. Breakdowns in tunnels can cause severe congestion and danger.
Incidents|A vehicle has collided with your car What information should you find out if someone is injured and your car is damaged?|What the other driver does for a living|Whether the other driver has a full licence|The name, address, and phone number of the other driver|Where the other driver was going|3|collision|You should find out the name and address of other involved drivers, as well as the registration numbers of any vehicles involved. The aftermath of a collision can be stressful, but you should try to remain calm. Take pictures of the scene and make note of the positions of vehicles involved; you may need this information for an insurance claim.
Incidents|Once an area is safe following an incident, how can you look after any casualties?|Give them food and water|Ask what happened|Keep them in the same position|Help them away from any vehicles|3|firstaid|Casualties could have unseen or internal injuries, and moving them could make these worse. It's best not to move them unless staying where they are puts them at further risk.
Incidents|A collision has taken place in front of you. What is the first thing you should do to help an injured person lying in the middle of a busy road?|Warn other traffic|Roll them into the recovery position|Keep them warm|Check to see if they're in shock|1|collision|Further collision and vehicle fire are the two most immediate dangers. Warn other traffic by turning on your hazard warning lights (and by placing an advance warning triangle anywhere but on a motorway) and turn off engines to reduce risk of fire. Don't put yourself at risk doing this.
Incidents|When should you move a casualty who's unconscious but breathing?|When bystanders are there to help|When bystanders tell you to|Only if there is further danger|Only when an ambulance has been called|3|firstaid|Casualties could have internal injuries or other hidden ailments. Moving them could make these worse, and so casualties should not be moved unless staying put presents a danger. Additionally, only if it's absolutely necessary should a motorcyclist's helmet be removed.
Incidents|In a long tunnel, what might warn you of an incident or congestion ahead?|Lines on the road|Drivers behind flashing their headlights|Variable message signs|Yellow hatch markings on the road|3|tunnel|Variable message signs (usually overhead or on the walls) give instructions and warnings about tunnel traffic conditions. Keep watch for the signs changing, and be prepared to stop if they warn of a hazard ahead. Incidents can quickly spiral out of control in congested tunnels, so be wary.
Incidents|If someone is unconscious following an accident, what is the first thing you should do?|Ensure their airway is clear|Put something soft under their head|Attempt to wake them|Ask for their name|1|firstaid|Remember the DR ABC acronym when arriving at crashed where people are injured. Danger (remove risk of further collision or fire), Response (call emergency services), Airway (check their airway is clear), Breathing (check their breathing), Compressions (give chest compressions). Continue providing first aid until the emergency services arrive.
Incidents|A pedestrian suffers a leg injury following an accident. The leg is bleeding heavily, although it isn't broken and nothing is embedded in the wound. What should you do to help?|Raise the leg to reduce the bleeding|Lay both legs flat on the ground|Get them a drink of water|Gently dab the wound|1|firstaid|Raising the leg above heart level will reduce the flow of blood to the limb, and therefore reduce blood loss. Provided there is no debris in the wound, blood loss can be slowed further with a bandage or clean cloth. Tying something around the leg to reduce blood flow is not advised, as it can lead to permanent damage.
Alertness|How should you use a hand-held device in your car?|Only at low speeds|Only if you can steer well one-handed|Only on a well lit road|Only when safely parked|4|mobile|Except in genuine emergencies, it is illegal to use a handheld mobile phone. Doing so will distract you from the road, and increase risk of an accident.
Alertness|Which of the following is most likely to be a major distraction while driving?|Using a mobile phone|Adjusting the air conditioning|Looking in your rear view mirror|Turning on the windscreen wipers|1|driver|Tuning your radio stations to local radio, planning your route, and taking regular breaks are just a few ways you should prepare for a long journey. Avoid distractions as much as possible. Handheld mobile phone use is illegal except in emergencies, but even hands-free use can be distracting.
Alertness|How should you use a satellite navigation device (sat nav) without it affecting your driving?|Only when driving in the countryside|With voice instructions turned on|When you become lost|Programme the device before beginning your journey|4|satnav|Satellite navigation systems (sat nav) are very useful for unfamiliar journeys, but they can also be distracting. Looking at them could cause you to lose control or miss a hazard ahead. Ensure you're stopped in a safe place before attempting to input information or adjust them.
Alertness|What should you do before emerging right onto a dual carriageway?|Prepare to accelerate hard|Ensure there is enough room behind you for a second vehicle|Ensure the central reservation is wide enough for your vehicle|Come to a complete stop and select a low gear|3|motorway|You should ensure the central reservation is deep enough to protect your vehicle before emerging right onto a dual carriageway. If it's not, treat the dual carriageway as a single road, and ensure you check both directions before emerging. Not doing this could cause a collision by placing some or all of your vehicle in the path of approaching traffic.
Alertness|You're approaching a set of traffic lights which have been on green for some time. What should you do?|Anticipate they might change|Brake sharply|Maintain a steady speed|Accelerate towards the lights|1|greenlights|Always consider when approaching traffic lights on green that they could change to red. Be prepared in case they change and you have to stop, especially if the lights have been green for a while.
Alertness|While driving on a wet road, you suddenly need stop the car due to an emergency. What should you do to keep safe?|Brake sharply and apply the handbrake|Wave your arm out of the window to warn other drivers|Put your vehicle into reverse|Keep your hands securely on the steering wheel|4|wetroad|Paying attention to your surroundings makes it more likely you'll spot hazards early. This means you'll react earlier too, and can keep better control of the vehicle in emergencies. Ensure you keep both hands on the steering wheel to maximise control.
Alertness|How would using a mobile phone while driving affect you?|It will improve your concentration|It will allow you to drive more carefully|You won't be able to see as well|It will distract you|4|mobile|Even using a hands-free kit can leave you distracted. The person speaking on the other end of the phone can't see the road you're driving and won't know when you need to concentrate, or when a hazard presents itself. The best course of action is to stop in a safe place before making or taking a call.
Alertness|Before making a U-turn in the road, what should you do?|Glance over your shoulder to check for any oncoming vehicles|Signal by using or arms or indicators|Select a higher gear than you normally would|Select a lower gear than you normally would|1|uturn|Before you perform a U-turn, slow down and have a look to see if the road is clear in both directions. Ensure there is enough space in the road to safely perform the manoeuvre.
Alertness|What should you do if you get lost in a busy area?|Keep moving and open a map on your phone|Shout to other cars for advice|Stop in the road and ask a pedestrian|Stop somewhere safe and check a map|4|traffic|You should always find a safe place to stop before checking a map or asking for directions.
Alertness|What should you do before moving out on to the road from a parked position?|Pull out and then signal|Pull out and then look around|Check your side mirrors only|Check your rear view and side mirrors to see what's around|4|driver|You should check your exterior and interior mirrors to make sure the road is clear before moving off. Check your blind spots too, and be prepared to use arm signals if you feel other drivers might not understand your intentions.
Alertness|You're driving on a narrow country road and see a cyclist ahead. How should you pass?|Pass as close to them as possible|Accelerate past as quickly as possible|Only pass if it is safe, leaving plenty of room|Sound your horn as you pass them|3|cyclist|Cyclists often need to weave around potholes, and sometimes need to adjust their course to correct their balance. Allow them plenty of room when you overtake, and pay close attention to the road ahead, looking for farm entrances or driveways where vehicles might pull out.
Alertness|Why do these yellow lines sometimes appear on the road?|To make you aware of how fast you're going|To help you keep the correct distance from the vehicle in front of you|To guide you to the correct lane|To inform you of the distance to the next exit|1|trafficcalming|These lines are a form of traffic calming measure. They are often present just before roundabouts and dangerous junctions. They prompt you to reduce your speed. You should look ahead and do this in good time.
Alertness|In which of the following situations are you permitted to use a mobile phone in your car?|While travelling at under 30 mph|Whenever someone calls you|Only when safely parked|While using cruise control|3|mobile|Except in genuine emergencies, it is illegal to use a handheld mobile phone. Hands-free kits make phone use possible, but are still distracting. The safest approach is to stop in a safe place before making or receiving a call. Your hands will also be free to take notes if needed.
Alertness|It starts to get dark while you're driving. Why should you switch on your lights?|To make your dials light up|To see and be seen more easily|Because the street lights are on|Because everyone else is doing it|2|headlights|When visibility is poor during the day, it may be necessary to turn on your headlights and tail lights to help other drivers spot you. This is especially true in early morning or in late afternoon, when the operation of streetlamps might not be timed optimally to help drivers see clearly.
Alertness|You're driving on the motorway and start to feel sleepy. What should you do?|Stop for a rest on the hard shoulder|Drink an energy drink to get you through|Leave at the first opportunity and find a safe place to stop|Turn up the radio|3|motorway|Fresh air can help keep you alert when you begin to feel tired, but your first priority should always be using the next service area or motorway exit to find a safe place to rest.
Alertness|How should you approach this bridge?|Reduce your speed|Select a lower gear|Move to the right|Maintain a speed of 30 mph|1|middleroadbridge|Slow down and exercise caution. The bridge is narrow, so passing an oncoming vehicle may not be possible. There is also no footpath, so keep an eye out for pedestrians in the road.
Alertness|What should you do if you can't get a clear view behind you while reversing?|Ask someone for help|Open the door to see behind you|Lean out of the window and look behind|Look only in the nearside mirror|1|reverse|Ensure you can see all around your vehicle before attempting to turn your car around. Get someone to guide you if you're unable to get a good look around.
Alertness|What should you do if your mobile phone starts ringing while you're driving?|Pull up at the nearest kerb|Ignore your phone|Stop the car immediately|Check to see who's calling you|2|mobile|Using a mobile phone or a similar device while driving or riding is against the law, except in the case of an emergency. For your safety, you should switch off your mobile phone before leaving and set it to voice mail. If your phone rings because you forgot to turn it off, ignore it. When you've come to a safe stop, you can check your phone and, if necessary, return the call.
Alertness|What is a 'blind spot'?|An area that isn't covered by your headlights|The area covered by your right-hand mirror|An area not visible in your mirrors|The space right behind the driver's seat|3|pillar|Even modern vehicles have blind spots, areas of the vehicle's surroundings not visible through its mirrors. It's therefore essential that you look around to check these areas are clear when necessary.
Alertness|What should you do before stopping your car?|Check your mirrors|Sound your horn|Flash your headlights|Shift up a gear|1|driver|Before pulling over or coming to a stop, always check your mirrors to see who is behind you. Don't forget to use your indicators if pulling off or stopping by the road.
Alertness|The windscreen pillar is hindering your view at a junction. Which of the following vehicles should you particularly keep an eye out for?|LGVs|Motorcyclists|Buses|Minivans|2|pillar|Approaching motorcyclists, pedestrians, and cyclists can be entirely obscured by windscreen pillars. Take extra time to look for these road users. Don't assume a quick glance is enough.
Alertness|You're driving behind an LGV (Large Goods Vehicle). Why should you keep well back?|To slow down traffic|The LGV driver will see you in their mirrors|So you can take corners quicker|To leave space for other cars|2|hgv|LGV and van drivers don't have rear view mirrors. Remember to stay well back from them, because if you can't see their side mirrors, they can't see you. This will also help you see more of the road.
Alertness|What could happen if you hang objects from your rear-view mirror?|Your windscreen might fog up|You could be distracted or have your view blocked|Your mirror might fall off|Your radio might not work|2|rearviewmirror|Anything dangling from your rear view mirror or stuck to your windscreen could distract you from driving properly. Make sure you can see through your windscreen clearly.
Alertness|Why should you use your mirrors after you've spotted a hazard up ahead?|To see what's ahead of you|To check to see if you can do an emergency stop|To check whether you can accelerate|To assess the situation around you and react accordingly|4|hazard|You should be checking your mirrors regularly, ensuring you always know what's ahead, beside, and behind you. Doing this will help you anticipate what might happen next, helping avoid and prevent hazards. It's especially important to check your mirrors when you spot a hazard.
Alertness|In which of the following situations would windscreen pillars hinder your view of the road?|On a dual carriageway|On a one-way street|Approaching bends or junctions|On a motorway|3|pillar|Smaller vehicles and road users - pedestrians, motorcyclists, and cyclists - can be hidden by your windscreen pillars. Be sure to move your head to look past them to check the road at bends and junctions.
Alertness|In which of the following situations should you NOT overtake?|On a dual carriageway|When approaching a dip in the road|On a 40 mph road|In a one-way street|2|overtake|Prior to overtaking, consider if it’s really needed. If you can’t see far enough, keep back and wait for a better place to pull out.
Alertness|You intend to turn right at a junction but your view is blocked by parked vehicles. What should you do?|Reverse away from the junction and find another route|Move forward quickly to get a clear view|Get out and have a look at what's approaching|Stop at the junction, then edge forward until you have a clear view|4|parkedvehicles|Buildings, parked cars, and trees often restrict visibility at junctions. To ensure emerging is safe, edge forward slowly to look past obstructions. Ensure you don't cause other drivers to change speed when you pull out.
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Attitude|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Documents|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Hazard awareness|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Motorway rules|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
Other types of vehicle|A is correct|A|B|C|D|1|default|Explanation text here
